Region ;Year;GDP;PGDP;GDPShare;Population;UrbanPopulation;RuralPolulation;MFRatio ;LifeExpectancyTotal;LifeExpectancyMen;LifeExpectancyWomen;YoungerWorkingAgeShare;WorkingAgeShare;OlderWorkingAgeShare;BirthRate;MortalityRate;DeathWorkingAge;MortalityRateInfant;FertilityRate;Employees;LaborForce;Unemployment;Pension;Pensioners;SharePensioners;NominalSalary;Pincome;PSpending;PovertyRatio;Gini;ConsumerPriceIndex;FixedAssets;Depreciation;Investment;ForeignInvestment;Enterprises ;IndustryIndex;AgricultureIndex;ScientificOrganization;Scientists;DegreeScientists;RDExpenditure;PatentApplications;GrantedPatents;InnovationExpenditure;InnovationProduced;InnovationRatio;InnovationOrganizationRatio;TotalExport;TotalImport;HospitalBeds;HospitalBeds10000;HospitalBedsRatio;ClinicCapacity ;DoctorsTotal;Doctors10000;DoctorsRatio;Nurses Ratio;NursesTotal;Nurses10000;Abort1000Women;Abort100Birth;Diseases;Parasitic;Neoplasms;Blood;EndocrineSystem;NervousSystem;Eyes;Ears;CirculatorySystem;RespiratorySystem ;DigestiveSystem;Skin;Bones;GenitourinarySystem;CongenitalAnomalies ;Injuries;Camps;ChildrenRested;Emissions;PollutedWastewater ;Crimes;Homicides;JuvenileCrime
Республика Адыгея;2003;9849.3;22091.7;0.1;445;52.6;47.4;1151;67.5;61.7;73.7;18.7;59;22.3;10.4;15.5;NaN;10.8;NaN;156.3;189;15.9;1607.2;124;27.9;3317.5;2549;1988;34.9;0.3;113.2;50972;51.3;2559;2098;7526;110.2;93.2;3;172;41;14557;3;3;0;0;0;0;61.6;8.6;4.8;108.3;92.3;10.5;1.6;36.8;271.9;93.2;4.8;107.3;41;106;632.1;29;6.4;1.8;6.7;19;32;21.1;20.6;212.4;22.4;67.2;36.4;38.7;1.2;73.9;NaN;NaN;2;21;1174;61;225
Республика Адыгея;2004;12493.2;28133.2;0.1;445;52.6;47.4;1153;67.8;62.2;73.5;18.3;59.5;22.2;10.5;15;NaN;14.4;NaN;154.2;190;17.6;1835.7;122;27.4;4266.3;3080;2539;35.2;0.3;113.4;59284;39.2;2062;3144;7213;132.7;113;3;162;41;13616;8;1;7.1;10;0.3;5.1;5.5;18.4;4.9;110.6;90.4;10.6;1.7;37.3;268.3;92.8;4.8;107.7;39;100;658.9;31.5;7.1;2.2;10.8;22.6;32;23.6;19.4;199;22.4;80.2;38.6;45.6;1.1;70.6;NaN;NaN;3;21;1270;53;228
Республика Адыгея;2005;17029.1;38514.5;0.1;443.3;51.9;48.1;1154;68.1;61.9;74.6;18;59.7;22.3;10.3;15.2;633.1;10.7;1.4;154;202;13;2302.2;121;27.3;5123;3893;2705;33.2;0.3;111.7;51313;50;3603;1555;7093;110.5;104.2;3;163;42;16.9;3;3;52.2;11.3;0.3;5.6;4.7;8.4;4.9;111.1;90;10.6;1.7;37.6;266.1;93.5;4.7;106.9;33;85;628.7;27.5;6.4;2.1;10.1;20.9;27.4;23.2;17.6;186.5;21.8;67.5;35.7;44.7;1.5;74;109;12.8;2;21;1363;50;167
Республика Адыгея;2006;21132.4;48050.2;0.1;441;52.5;47.5;1153;68.3;62.7;74.1;17.8;59.8;22.4;10.5;15.2;NaN;8;NaN;153.3;202;13.7;2567;121;27.4;6414.4;4707;3160;32.9;0.3;108.5;58091;56.1;4088;2761;7099;106.3;96.3;6;361;60;36208;4;7;89.5;888.7;21.4;11.5;6.6;12.8;4.9;111.4;89.8;10.9;1.7;38.6;259.2;91.9;4.8;108.9;33;84;606.4;24.7;6.5;2;10.6;20.7;28.3;20.8;17.7;176.7;20.3;66.1;30.5;40.5;1;70.6;NaN;NaN;2;23;1422;59;130
Республика Адыгея;2007;29085.1;66366.2;0.1;441;52.5;47.5;1152;68.8;62.8;75;17.7;59.7;22.6;11.9;14.7;NaN;9;NaN;153.2;210;10.3;3347.6;118;26.8;8056.4;5763;3933;30.4;0.4;111.3;74408;56.1;10973;8363;7564;116.4;122.8;8;361;68;40761;5;1;58.5;61.8;1.2;8.8;9;18.6;5.1;115.9;86.3;10.9;1.7;39.1;255.6;86.6;5.1;115.5;31;69;597.7;26;6.8;1.8;9;20.8;27.4;18;17.2;174.1;19.3;67;28.8;39.5;1;74.9;NaN;NaN;3;21;1179;34;107
Республика Адыгея;2008;36134.4;82378.2;0.1;443;52.7;47.3;1153;68.7;62.8;74.8;17.5;59.8;22.7;12.8;15;NaN;8.5;NaN;153.5;207;7.7;4096.8;117;26.4;10096.9;7986;5973;24.2;0.4;115.1;93766;47.5;13275;44963;8080;113.7;139.1;6;320;51;43973;6;1;218.8;187.4;2.7;10.4;14.7;285.2;4.7;107.2;93.3;10.3;1.7;37.6;265.8;92;4.8;108.7;31;64;627.2;23.8;6.8;2.1;9.4;22.7;29.5;18.1;23.3;179.3;19.4;69.5;31.3;38;0.8;74;NaN;NaN;3;21;1077;44;178
Республика Адыгея;2009;41511.5;94436.5;0.1;443;52.7;47.3;1152;70;64.4;75.6;17.6;59.4;23;12.5;14.1;NaN;7.2;NaN;152.8;203;7.9;5562;118;26.6;11547.6;10468;7240;18.6;0.4;108.5;101212;16.5;13569;46152;8127;101.8;89.6;6;327;69;73210;23;4;90.1;85.5;1;9.1;9.8;45.4;4.3;97.4;102.7;10.5;1.8;38.1;262.7;93;4.7;107.5;28;58;621.3;22.2;7.3;2;8.5;21.6;29.5;18.5;21.8;196.3;18.8;65.8;30.4;34.7;1;75.5;94;9.4;3;29;1107;51;168
Республика Адыгея;2010;47194.5;107297.5;0.1;439.9;50.9;49.1;1152;70;64.3;75.7;17.8;58.9;23.3;12.9;14.1;564.8;7.3;1.7;185.7;204.8;9.3;6786;121;27.5;12787;12279;8353;16;0.4;110.1;109480;46.5;14035.8;31.1;7129;117.4;98.2;6;330;71;59.7;7;9;152.6;1062.9;9;10;9.1;71.8;4.2;96;104.2;10.7;1.7;37.9;263.8;92.3;4.8;108.4;23;46;694.8;23.1;7.9;2.2;8.4;27.2;34.2;25.6;34.9;219.9;25.8;68.7;36.8;46.8;1.1;79.9;94;11.4;4;29;1063;27;229
Республика Адыгея;2011;56803.3;128749.3;0.1;442.5;46.9;53.1;1149;71;65.8;76.1;18;58.5;23.5;12.6;13.8;514.7;5.6;1.7;186.7;203.9;8.4;7359;122;27.6;14345;14272;10151;14.6;0.4;106.2;117071;46;18703.3;108;6953;102.9;100.8;8;357;73;151.6;8;5;88.8;930.1;6.4;9.7;8.6;105.8;4;90.5;110.4;10.9;1.7;38.4;260.6;93.4;4.7;107;20;40;690;26.7;8.7;2.4;9.7;24.7;36.8;26.2;35.4;217.1;27.3;65;38.2;45.6;1.1;82.6;100;13.7;4;28;1035;25;180
Республика Адыгея;2012;65300.4;147262.9;0.1;444.4;47;53;1149;71.7;66.4;77;18.1;58;23.9;12.9;13.4;451.5;7.9;1.7;187.7;204.2;8.1;8115;122;27.5;16715;17071;12779;11.3;0.4;106.6;136095;44.3;16903.5;38;7123;111.2;115.1;8;316;78;161.5;4;9;594.6;1942.7;9.3;6.8;9.5;56.7;3.9;86.9;115.1;10.9;1.7;38.8;257.5;94.5;4.7;105.9;22;42;688.7;28.1;9.1;2.5;9.5;23.4;38.4;27.8;35.8;215.2;26.1;60.5;36.5;48.5;1.1;84.3;98;14.5;6;28;919;29;195
Республика Адыгея;2013;70862.3;159096.3;0.1;446.4;47;53;1146;71.8;66.6;77;18.3;57.5;24.2;12.5;13.1;488.6;6.8;1.7;193.4;210;7.9;8846;123;27.6;19276;18512;14987;12;0.4;106.9;158864;46.2;16822.2;8;7299;102.7;91;9;326;68;170.1;9;2;151.3;2532.8;10.1;10.4;8.3;67.5;3.3;75;133.4;10.9;1.7;38.7;258.3;98.9;4.5;101.1;21;41;654.8;25.1;8.7;2.1;8.5;22.1;36;29.2;34.5;207.4;25.1;46.8;35;52.8;1;80.6;98;14.4;9;26;888;21;194
Республика Адыгея;2014;75622.5;168880.1;0.1;449.2;47.1;52.9;1144;72;66.9;77.1;18.5;57;24.5;12.7;13.3;463.8;8.5;1.7;183.8;201.1;8.6;9568;124;27.6;20945;22054;16444;11;0.4;111.4;160002;47;17154.8;0;7472;109.2;112.3;10;305;70;205.7;14;5;137.5;2517.9;9.3;8.5;13.8;70.8;3.3;73;137;11;1.7;38.6;259.2;104.1;4.3;96;18;35;647.6;24;9.3;2.2;8.3;22.6;40.2;33.1;33;199.5;25.5;48.5;34.3;50.3;0.9;77.8;94;10.7;10;24;903;15;180
Республика Адыгея;2015;84306;187211.1;0.1;451.5;47.3;52.7;1145;72.2;66.9;77.5;18.8;56.2;25;12.5;13;476.3;7.8;1.7;183.7;201.8;8.8;10600;125;27.7;22087;22646;18001;13.9;0.4;112.6;168726;53.5;15547.7;2;7631;115.2;124.3;12;279;76;202.4;16;5;83.6;4128;10.5;7.9;32;52.5;3.4;75.1;133.1;11;1.7;37.9;264.2;100.8;4.5;99.2;18;34;659.4;23.5;10.3;2.3;8.3;23.8;42.4;34.8;35.4;203.7;26.7;51;33.2;48.5;0.9;82.1;92;9.5;11;26;1101;27;167
Республика Адыгея;2016;101102.7;223469.4;0.1;453.4;50.7;49.3;1142;72.6;67.7;77.4;19.2;55.5;25.3;12;12.9;474.6;4.4;1.7;182.5;201.9;9;15886;127;28;23109;25081;17817;13.4;0.4;105.2;183383;50.7;19133.7;105;7399;111.2;97.9;12;282;77;225.2;25;10;148.5;4577.2;10.1;4.2;24;51.6;3.4;74.6;134.1;10.9;1.7;37.6;265.7;105.6;4.3;94.7;16;33;661.1;20.3;9.7;2.1;7.1;25.6;41.3;35.8;34.8;220.8;25.1;46.4;31.8;47;1.1;82.4;92;8.5;11;26;1025;16;119
Республика Адыгея;2017;109714.5;241997.3;0.1;453.4;47.2;52.8;1141;73.3;68.2;78.1;19.5;54.8;25.7;10.6;12.6;428.7;6.4;1.5;151.1;200.1;8.8;10886;127;28;24490;26478;19245;13;0.4;101.7;202111;46.3;20844.7;3;7263;102.7;100.4;10;283;68;241.3;11;13;160.1;3386.6;7.6;6.3;38.9;48.9;3.4;75;133.3;11.5;1.7;38.2;261.8;102.7;4.4;97.4;15;34;659.2;21.8;9.9;2.2;8.6;25.9;42.6;26.1;36;215.2;23.6;45.2;32.8;50.8;1.1;82.9;90;4.7;10;23;885;14;133
Республика Адыгея;2018;119961.8;264198;0.1;454.7;47.1;52.9;1140;73.6;68.9;78;19.7;54.3;26;9.9;12.3;442.5;3.9;1.5;152.1;200.6;8.6;12393;128;28.2;27469;27553;22569;12.8;0.4;104.2;223255;49.7;30600.1;2;6891;105.3;98.2;10;271;65;251.3;16;16;343.6;4434.9;8;8.2;40.3;55.8;3.4;75.2;132.9;11.6;1.8;38.9;257.1;105.4;4.3;94.9;14;33;665.4;20.9;11;2.4;9.1;25.4;39.8;37.5;42.3;221;23.1;43.1;32.4;50.8;0.8;82.6;NaN;NaN;8;25;NaN;16;87
Республика Адыгея;2019;132235.6;288147.8;0.1;463.1;47.3;52.7;1133;73.9;69.1;78.4;19.8;55.6;24.6;9.1;12.3;399.2;4.8;1.4;151.6;200.6;8.2;13108;127;27.4;30192;29115;23879;12.6;0.4;102.2;459080;37.4;43352.6;1;6756;101.6;108.1;10;276;66;206.7;16;15;28.2;7264.1;11.1;4.4;28.5;68.4;3.2;69.2;144.4;11.9;1.8;39;256.3;108.2;4.3;92.4;12;30;650.4;18.6;11;2.6;10.2;22.3;38.4;37;44.4;215.2;23.7;42.7;33.8;44.5;1;81.2;NaN;NaN;6;23;NaN;NaN;NaN
Республика Адыгея;2020;NaN ;NaN ;NaN ;463.2;47;53;1135;73.3;68.7;77.6;19.9;55.3;24.8;9.5;13.3;450.1;3.2;1.5;152;201.6;8.5;13838;125;27;32161;30293;24523;12.5;0.4;105.8;502126;34.9;38575.6;1;6332;105.9;106.5;10;273;64;209.4;6;11;236.1;496.5;0.6;8.9;25.3;54;3.1;67.9;147.2;12.2;1.8;39.4;253.9;108.5;4.3;92.1;9;23;656.6;13.4;8.6;2.3;7;15.9;45.5;29.8;35.4;239.9;19.1;30.5;29.8;38.1;0.6;68.6;NaN;NaN;8;24;NaN;NaN;NaN
Республика Калмыкия;2000;6212.6;20183.7;0.1;307.3;43;57;1076;65.4;59.3;72.3;26.1;59.2;14.7;11.3;11.2;NaN;16;NaN;117.4;145;20.1;749.6;69;22.5;1220;979;618;66.4;0.4;116.9;24220;40.5;6628;0;15185;114.6;138.9;9;205;59;6281;22;1;0;0;0;0;196.2;47.4;4.2;135;74.1;7.3;1.4;46.1;217;80.2;3.8;124.7;49;120;680.2;31.5;6.6;5.4;3.9;22.2;30.7;17.4;11.9;334.3;20.7;45.7;24;41.3;3.4;78.5;169;16.1;4;28;1743;97;341
Республика Калмыкия;2001;6732;22261.8;0.1;298;43.7;56.3;1081;66.3;60.9;72.6;25.5;59.8;14.7;11.7;11.1;NaN;15.6;NaN;118.1;142;19.1;1002.9;69;23.2;1759.1;1545;840;526;0.4;119.8;28812;36.9;4782;0;16341;117.1;125.8;9;253;77;11858;21;9;0;0;0;0;126.8;61.9;4;135.4;73.9;7.2;1.5;49.9;200.4;73.8;4;135.4;45;111;665.9;29.2;6.3;4.2;3.4;23;34.3;18.5;14.6;302.4;21.1;48.8;24.2;48.3;1.5;44.7;NaN;NaN;5;35;1698;79;351
Республика Калмыкия;2002;7272.3;24676.8;0.1;292;44.3;55.7;1088;68.3;62.6;74;24.6;60.9;14.5;12.7;12.3;NaN;12.6;NaN;117.8;141;18.1;1274.7;68;23.3;2533.7;1763;984;56.6;0.4;115.2;34613;33.2;4636;0;16863;86.6;108.6;8;245;73;16051;5;12;0;0;0;0;25;45.3;4;135.9;73.6;7.3;1.5;51;196.2;71.3;4.1;140.6;42;96;716.1;29.8;7.8;8.4;5.1;25.5;31.9;25.6;17.8;312.9;25.1;48.7;27.1;62.6;1.4;49.9;NaN;NaN;3;37;1494;77;142
Республика Калмыкия;2003;6539.5;2294.9;0.1;291;44.4;55.6;1088;66.2;60.8;72;23.4;62.2;14.4;13.3;11.8;NaN;13.9;NaN;116.5;140;17.5;1548.2;67;23;2960.8;2100;1248;53.8;0.4;110.1;40427;38;2406;0;17308;107.6;87.9;8;242;76;16954;7;17;0;0;0;0;49.1;44.8;3.9;134.1;74.6;7.4;1.4;48.8;205;71.7;4.1;139.5;37;81;701.4;35;7.5;7.1;4.2;22.2;29.4;26.2;20.5;322.1;23.2;47.9;27.3;59.1;1.3;49.9;NaN;NaN;3;43;1730;91;174
Республика Калмыкия;2004;8518.5;29105.7;0.1;290;44.2;55.8;1086;67.3;62.2;72.7;22.3;63.3;14.4;13.4;10.9;NaN;8.4;NaN;115.9;137;21.7;1782.3;66;22.8;3605.7;2312;1424;55.1;0.4;114.8;41550;35.8;2632;0;17361;96.1;135.4;8;241;73;23498;1;4;0.1;0;0;1.2;63.4;64.9;3.9;134.7;74.2;7.5;1.5;50.4;198.5;71.6;4.1;139.7;36;77;683.1;32.4;7.1;7.3;4.3;20.9;29;27.8;22.6;317.5;26;50.4;24.1;50;1.1;46.7;NaN;NaN;3;37;1582;77;299
Республика Калмыкия;2005;9685.7;33017.9;0.1;293.5;43.9;56.1;1084;67.2;61.2;73.9;21.4;64.2;14.4;12.9;11.4;615;7.6;1.6;115.5;145;18;2247.7;66;22.5;4495;2392;1463;61.1;0.4;110.9;58485;35.3;3062;0;17330;108.6;103;8;221;77;23.4;6;4;0;0;0;0;148.6;73.6;3.9;133.8;74.8;7.5;1.4;48.7;205.3;74.3;4;134.6;37;82;700.6;27;8;6.5;4.3;21;26.4;29.2;22;332.5;25.8;50.5;27.6;51.9;1.2;44.9;194;26.8;3;36;1861;96;306
Республика Калмыкия;2006;12844.1;43797.2;0.1;891;44.2;55.8;1083;67.5;61.7;73.7;20.6;64.8;14.6;13;10.9;NaN;14.2;NaN;115.7;143;16.7;2494.5;66;7.4;5562.2;3521;2073;47.2;0.4;109.8;61232;38.6;3751;0;14885;133.1;115.1;8;227;77;35964;5;2;0;0;0;0;114.4;44.2;3.3;112.4;89;7.2;1.4;49.1;203.8;77;3.8;129.9;35;76;700.5;25.6;8.5;7.6;5.5;22.4;39.1;33.1;25.3;317.9;30.3;54.6;28.9;59.6;1.4;41.3;NaN;NaN;8;41;2007;88;249
Республика Калмыкия;2007;17225.8;58925.2;0.1;892;44.3;55.7;1082;68.4;62.5;74.6;20.3;64.8;14.9;14.2;10.7;NaN;10;NaN;115.7;143;14.4;3247.3;66;7.4;7101.2;4466;2468;44.2;0.4;114.6;98472;38.1;6151;0;13349;100.9;134.3;8;217;74;51536;1;1;0;0;0;0;63.1;39.7;3.2;110.9;90.2;6.9;1.4;49.3;203;76.8;3.8;130.2;31;62;718.5;35.9;9.9;6.9;5.2;24.6;30.4;34.8;27.5;313.3;37;52.7;30.7;66.5;1;39.4;NaN;NaN;6;38;1859;56;249
Республика Калмыкия;2008;20789.7;71450.7;0.1;894;44.5;55.5;1081;69;63.1;75.1;20.2;64.6;15.2;15;10.2;NaN;11.5;NaN;114.5;148;16;3971.7;66;7.4;9083.1;5651;3022;38.5;0.4;116.1;106663;37.9;7950;0;13533;96.9;122.8;8;214;80;56853;4;2;0;0;0;0;70.9;59.5;2.9;101.1;98.9;6.9;1.4;49.3;203;82.1;3.5;121.8;30;56;665.6;24.1;8.9;6.5;9.1;23;29.9;35.8;24.1;290.6;30.3;48.5;30.1;55.2;4.1;31.8;NaN;NaN;4;39;1880;35;172
Республика Калмыкия;2009;23948.1;82586.8;0.1;289.7;44.6;55.4;1080;68.6;62.5;75;20.2;64.1;15.7;14.7;10.7;NaN;12.8;NaN;114.2;146;16.6;5399.5;68;23.5;10848.7;7097;3440;35.5;0.4;107.2;114142;38.6;8824;0;13255;131.2;104;7;199;90;64191;5;6;0;0;0;0;2.2;56.5;2.9;100.3;99.7;7;1.4;49.2;203.3;84.2;3.4;118.8;34;64;685.5;27.7;8;5.5;5.9;21.4;28.6;36.1;25.9;314.1;30.2;46.4;30.9;54.7;0.8;43;163;13.8;2;35;1594;52;157
Республика Калмыкия;2010;24404.1;84359.4;0.1;288.9;44.1;55.9;1079;69.4;63.9;75.1;20.4;63.4;16.2;15.3;11;549;9.5;1.9;114.6;149;14.8;6581;70;24.2;11601;7774;3867;35.7;0.4;112.6;119600;42.3;6970;0;8223;125.7;105.1;7;203;74;62.7;1;1;0;0;0;0;31.1;68.9;2.7;95;105.3;7;1.4;46.7;214;84.4;3.4;118.4;24;42;680;25.8;7.8;8;5.3;17;30.9;37.5;20.3;311.9;28.4;43.6;26.8;41.9;1;43;156;14;3;29;1401;34;138
Республика Калмыкия;2011;29318.7;101873.2;0.1;287;44.4;55.6;1083;70.8;65.2;76.6;20.7;62.4;16.9;14.6;10.1;526.1;5.7;1.8;113.6;149;14.2;7139;71;24.7;12559;8829;4742;35.8;0.4;107.2;113426;44.9;9779;2;8003;119.9;119.2;7;190;71;80.8;9;2;8.5;0;0;1.1;5.3;65.7;2.7;95.8;104.4;7.1;1.4;50.1;199.8;85.6;3.3;116.8;22;41;667.9;25.4;9.8;4.8;6.9;16.1;28.8;37;23.1;314.6;20.6;44.8;27.7;48.1;0.9;44.4;150;12.4;4;33;1320;39;78
Республика Калмыкия;2012;35897.8;125773.9;0.1;284.1;44.7;55.3;1082;71.2;65.8;76.8;21;61.3;17.7;15;10.1;509.9;7.7;1.9;113;145;13.1;7877;72;25.3;15041;10190;5657;30.7;0.4;107.6;113022;48.2;13825;2;7153;99.5;111;6;181;71;76.8;10;3;55.6;17.9;0.4;1.2;0.7;53.3;2.6;92.3;108.3;7.7;1.5;51.9;192.5;87.8;3.2;114;19;33;719.8;28.3;10.7;4.9;7.7;16;46.3;29.8;23.2;320.5;22.8;45.7;30.1;55.6;1;54.2;134;8.3;4;20;1311;34;73
Республика Калмыкия;2013;41165.9;145420.8;0.1;282;44.9;55.1;1084;71.4;65.7;77.3;21.3;60.2;18.5;14.6;9.9;505.5;7.7;1.9;112.3;142.1;12.5;8598;73;25.9;17470.8;11310.8;6199;35.4;0.4;107.8;124357;49.1;15282.5;12;5823;113.3;98.3;6;183;78;68.2;64;6;8.7;2.5;0;4.8;0.9;34.7;2.6;93.3;107.2;7.8;1.5;53.5;186.8;86;3.3;116.3;18;30;694.3;24.2;9.8;4.7;13.3;12.5;42.9;18.1;24.6;326.3;22.6;50;21.2;40.6;0.9;46.2;128;7.6;7;26;1220;26;81
Республика Калмыкия;2014;46680.6;165949.9;0.1;280.6;45.1;54.9;1084;72;67;77;21.5;59.1;19.4;14.1;9.9;452.4;9.5;1.9;111.9;146.7;10.9;9320;74;26.4;19341.3;12398.4;6858;34.7;0.4;111.1;151392;49.3;22609.2;2;5503;101.9;100;6;213;77;75.8;38;7;15.2;3.7;0.1;2.4;1.3;21.3;2.5;87.3;114.5;7.8;1.5;54.1;184.7;85.9;3.3;116.4;16;28;660.6;28.9;9.4;4.6;11.9;10.8;29.6;19.1;22.4;331.1;26.1;41.8;19.9;36.2;0.8;43.3;122;7.8;5;14;1029;26;62
Республика Калмыкия;2015;51958.5;185798.9;0.1;278.7;45.2;54.8;1083;72015;67;77.3;21.7;58;20.3;13.6;9.8;472.5;8.6;1.8;111.8;144.5;10.7;10306;76;27.3;20108.5;14230.4;8694;33.6;0.4;111.4;175274;44.3;16605.4;-1;5433;100.1;115.6;6;175;79;75.3;48;23;4.4;19.5;0.6;2.4;1.1;1.1;2.4;86.2;116;7.6;1.5;53.3;187.7;88.4;3.2;113.1;14;24;658.5;40.7;9;3;11.1;10.3;36.1;17.5;23.7;302.5;28.7;43.9;22.6;40.8;0.8;43;121;8.5;7;12;1135;22;37
Республика Калмыкия;2016;69564.2;249989.8;0.1;277.8;45.3;54.7;1083;73.4;67.8;78.9;21.9;56.9;21.2;12.4;9.8;427.7;6.5;1.7;112.3;144.9;10.6;15585;78;28.1;21318.4;15695.6;9054.6;31.6;0.4;105.4;195857;45.8;9138.9;0;4739;93.1;101.8;6;184;75;71.6;17;20;52.9;41.7;0.5;2;1.5;0;2.2;77.4;129.2;7.6;1.4;52;192.4;88.9;3.1;112.5;15;28;719.9;27;8.9;3.1;13.3;10.5;20;20;25;358;34.5;43.6;19.9;58.5;1;43.8;122;8.7;7;15;1060;28;62
Республика Калмыкия;2017;80126.9;289676.6;0.1;275.4;45.4;54.6;1084;73.5;68.6;78.4;21.9;56;22.1;11;9.9;405.5;4.8;1.5;111.1;140.3;10;10585;78;28.3;22918.6;16261.3;9687.6;27.3;0.3;103.3;203657;49.8;11222.9;0;4252;115.1;102.2;6;158;56;67.8;11;28;6.2;40.9;0.7;2.5;0.5;0;2.2;78.2;127.8;7.6;1.5;53.7;186.3;90.7;3;110.2;13;26;703.6;22;8;3.3;9.5;6.4;22.3;21.7;36.5;355.9;37;42.4;22.1;51;1.5;40.3;119;7.1;3;15;1095;23;46
Республика Калмыкия;2018;86107.1;314225.2;0.1;272.6;45.6;54.4;1082;73.8;68.9;78.6;21.9;55.1;23;11.1;9.7;399.3;6.2;1.6;108;137.8;9.7;11971;79;29;26048.4;17081.9;10610.6;23.6;0.3;104.3;226959;50.8;12422.7;4;4072;118.1;104.7;6;147;53;77.9;38;18;18.2;189.2;3.4;5.6;0;4.6;2.1;78.3;127.7;7.5;1.4;51.8;193.2;92.5;2.9;108.2;12;24;685.6;21.8;6.9;3.2;9.3;15.3;21.2;21.5;24.1;365.4;24.2;44.6;20.6;43;1.4;40.9;NaN;NaN;4;14;NaN;19;62
Республика Калмыкия;2019;88948.9;327149.3;0.1;271.1;46.2;53.8;1083;74.8;69.3;80.3;21.7;56;22.3;10.3;9.4;401.3;1.4;1.5;104.3;132.8;9.2;12611;78;28.8;28617.4;18507.5;11295.8;23.5;0.3;103.3;333220;48.8;15850.5;1;3773;97.9;102.8;6;149;52;90.7;25;22;18.4;152.1;1.6;1.5;4.4;0.7;2.1;78.8;126.9;7.5;1.4;50.2;199.1;92.3;2.9;108.3;10;22;743.2;19.7;6.9;3.7;7.2;7.2;27;22.2;32.5;408.1;22.8;44.9;31;42.3;0.8;46.6;NaN;NaN;6;18;NaN;NaN;NaN
Республика Калмыкия;2020;NaN;NaN;NaN;269.9;46.2;53.8;1082;72.9;67.9;77.9;21.4;55.5;23.1;10.2;11.1;445.1;2.9;1.5;104;135.4;9.6;13269;77;28.5;32013.3;19811.2;11496.2;22.7;0.3;106.3;372535;47.6;37645.5;0.1;3676;93.9;101.9;6;163;50;146.6;11;13;31.5;63.9;0.5;2.8;2.6;0.3;2.1;77.3;129.3;7.6;1.3;49.9;200.6;93.4;2.9;107;8;18;650.8;14.9;3.9;2.1;3;5.3;11.1;20.9;13.3;390.2;13.5;26;9.3;29.6;1.3;33.1;NaN;NaN;3;15;NaN;NaN;NaN
Республика Крым;2014;189439.2;100526.4;0.3;1895.9;50.7;49.3;1177;70.7;65.7;75.6;16.9;56.1;27;12.9;15.3;558.2;6.2;1.8;NaN ;NaN ;NaN ;NaN ;NaN ;NaN ;NaN ;10769;NaN ;NaN ;NaN;142.5;772102;63.4;26446.8;-15;13990;104.3;97.8;15;1550;270;511.9;66;8;25.8;151.2;0.7;11.5;97.9;57.9;16.3;86.1;116.1;24.9;8;42.2;237;106.4;17.8;94;20;36;537.4;32.3;8.4;2.1;10;5.6;24.4;25.1;30.5;219.5;11.6;46.3;18.2;35.8;1.6;42.5;NaN;NaN;21;52;968;97;287
Республика Крым;2015;265970.6;139873.3;0.4;1907.1;50.9;49.1;1175;70.5;65.3;75.6;17.3;55.3;27.4;12.6;15.3;590.7;6.2;1.8;852.7;964;7.2;11460;565;29.6;22440;15658;14202;23.1;0.3;127.6;2033676;71.7;47582.3;-3;28632;127.2;96.4;23;1676;311;1235.9;135;175;596.8;772;1.2;5.1;79.3;100.1;14.8;77.6;128.8;33.3;8.2;42.8;233.5;97.9;19.5;102.1;21;38;528;18.8;7.6;2;9.6;5.7;21.1;21.9;36;236.2;12.7;26.8;15.9;36.1;2.1;62.9;217;71.1;23;7;1464;136;608
Республика Крым;2016;327739.3;171623.8;0.4;1912.2;50.9;49.1;1173;70.7;65.6;75.8;17.7;54.6;27.7;12;15.2;606.5;5.2;1.8;825.4;901.1;6.8;16543;575;30.1;24140;17825;14730;23.3;0.3;107.2;2055243;73.3;74795.3;-9;31880;120.2;100.3;21;2096;305;1.3;177;143;615.2;1091.9;1.1;2.3;47.7;67;14.5;76;131.6;33.8;8.4;44.2;226.4;93.3;20.5;107.2;21;39;520.2;18.1;9.3;2;9.1;6;20.3;21.7;24.9;235.1;15.2;29.3;16.5;34.9;1.6;60.1;213;87;31;7;1244;102;562
Республика Крым;2017;346100.4;180925;0.4;1913.7;50.9;49.1;1172;72;67.1;76.6;18;53.9;28.1;10.9;14.4;524.3;5.3;1.6;840.4;915.5;6.4;11543;575;30;26165;19818;15401;19.4;0.3;101.4;2212391;68.5;196193;-60;33077;102;96.4;20;2113;930;1.4;225;105;620.8;1404.7;1.4;3.5;30;63.7;15.1;79;126.7;36.1;8.4;44.1;226.6;94.9;20.2;105.4;18;38;506.8;19.7;9.5;2;10.2;18.4;19.8;20.1;23.2;222.5;16.2;25.5;16.7;38.8;1.8;59.6;268;77.5;29;83;1135;84;479
